Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"The staff at kenya airways were the most rude and arrogant I have come across. They did everything in there power to make our check in at JKIA uncomfortable, they never missed a beat when it came to being rude ignoring questions from other passengers, they kept us in line for 6 hours without mentioning that the flight was delayed. I stood in line thinking the line was slow only to find out that the flight was delayed for 5 hours.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com/Profile/I5511OSabdula,Abdul wrote a review Sep 2022,Abdul,"Saint Paul, Minnesota",2 contributions,1 helpful vote,Nairobi - Minneapolis,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r859791523-Kenya_Airways-World.html,Very unprofessional,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"flight delays/changes with a compensation of just a meal voucher.

Completely appalled at the response by staff that they do not provide any extra services if the flight is delayed less than 8 hours.

Many passengers in the same predicament asked about lounge access and were told that the service is payable and will not be offered as compensation for flight delays/changes.

Kenya airways have been known for constantly rescheduling flights and leaving passengers stranded. Better care and compensation needs to be given to customers!!

Another downside is that the airport is always busy with limited seating and rest areas. Response from staff was to “wait around the waiting area for the 6 hour transit period”, but seating was extremely limited.

Even though the price of their flights are affordable, I do not think I will book with Kenya airways ever again. They are definitely NOT the “pride of Africa”",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e2/11/default-avatar-2020-41.jpg,https://www.tripadvisor.com/Profile/nabeelah_sayed,Nabeelah wrote a review Aug 2022,Nabeelah,"Lenasia, South Africa",11 contributions,3 helpful votes,Mumbai - Johannesburg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r856829167-Kenya_Airways-World.html,Disappointing flight changes with appalling compensation,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"I arrive at the bag drop, they tell me that the flight is overbooked and that they find me a solution for the next day.  Absolutely not true, so much so that after a lively discussion they let me board.  Full economy, business and first empty.  It probably cost him more to embark for a Mass and Balance speech than to pay me for a filthy hotel in Nairobi.  Pitiful.  In flight then discreet service and comfort ok",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e2/11/default-avatar-2020-41.jpg,https://www.tripadvisor.com/Profile/matteog628,Matteo G wrote a review Aug 2022,Matteo G,,1 contribution,3 helpful votes,Nairobi - London,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r856645671-Kenya_Airways-World.html,They didn't want to take me on board,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"""The pride of Africa""... should begin to know how to be on time. 1h late and once checking on fligt radar, every flights on one week were delayed by at least 1h. Ask yourself the good questions and be in accordance with the real world !!!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e9/ef/default-avatar-2020-66.jpg,https://www.tripadvisor.com/Profile/robinlZ6817CZ,Robin L wrote a review Aug 2022,Robin L,,6 contributions,1 helpful vote,Nairobi - Paris,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r856187927-Kenya_Airways-World.html,Never on time,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"Thank you Kenyan airways , all my food arrived spoiled , my travelling bag totally destroyed, I am so grateful for the way you handle my luggage , you are the best and I can’t wait to celebrate when you are totally not in existence again. We don leave una for una country people.
Worst experience and airline ever.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/06/default-avatar-2020-18.jpg,https://www.tripadvisor.com/Profile/Mangeh_juliet,Joy wrote a review Aug 2022,Joy,,1 contribution,,Douala - Dubai,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r855772967-Kenya_Airways-World.html,Mrs,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"First things first... This airline has some of the worst customer service I have ever experienced. The food was horrific and was insufficient, the flight attendants were unresponsive and could not resolve issues with food that me and my family were having, and we were treated terribly. When booking a 3000 dollar flight across the globe, you'd expect more seat comfort and better service. I was sadly mistaken. In terms of comfort, amenities, service, and hospitality, I will surely say this is the worst airline I have ever taken. NEVER AGAIN. Do not book Kenya airways on your next trip to Africa, you are better off taking American Airlines or Jetblue instead. The only thing half descent about this flight were the movies available to watch. Kenya Airways I want a refund and apology for my petrifying experience.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/3d/default-avatar-2020-55.jpg,https://www.tripadvisor.com/Profile/263aruls,Arul S wrote a review Aug 2022,Arul S,,1 contribution,,New York City - Entebbe,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r854898555-Kenya_Airways-World.html,Worst Flight Experience Ever,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"AC doesn't work
Towels not available
Blankets not available
Rude staff
DO NOT TRAVEL, ESPECIALLY WHEN YOU ARE WITH KIDS AND FAMILY.",https://media-cdn.tripadvisor.com/media/photo-o/0d/4d/d4/56/raj-r.jpg,https://www.tripadvisor.com/Profile/484rajr,Raj R wrote a review Aug 2022,Raj R,,1 contribution,2 helpful votes,Nairobi - Amsterdam,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r854559964-Kenya_Airways-World.html,HORRIBLE,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The Worst Airline ever!!!!
I’m very disappointed about KA. It’s not trustworthy, very disorganized, no customer service… etc
And the worse part is they don’t even respect their boarding or departure time🤌🏾😤😤
Never ever I will take this Airline again!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ed/00/default-avatar-2020-4.jpg,https://www.tripadvisor.com/Profile/gloriamQ4668HA,Gloria M wrote a review Aug 2022,Gloria M,,1 contribution,3 helpful votes,Dubai - Kigali,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r852136775-Kenya_Airways-World.html,What a miserable Airline!!,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"This airlines has no sense of time to begin, its always an hour or two delayed at the least. Then there are the seats made of hard wood literally like the flights from the 1900's. There is inflight entertainment which is mostly down and even if its up the movie collection garbage. Hence try to avoid this flight.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/6d/default-avatar-2020-19.jpg,https://www.tripadvisor.com/Profile/MrHacker1681,Vansh Pandhi wrote a review Aug 2022,Vansh Pandhi,,1 contribution,1 helpful vote,Mumbai - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r851659166-Kenya_Airways-World.html,The worst flight I ever took,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"We have use this airline for flying from Nairobi to Mumbai and it was very bed experience for us. No entertainment, food quality was poor. And seating was so bed that we have to compare flight with local scraped bus. And the fleet are too old.

Although I have ask staff for eye cover for sleeping and surprisingly they answered me that it is not available and they are unable to provide the same. Normally all airlines provide such kind of service.

I have to give 1 point as not any option to give 0 point.

I will advice not to fly through this airline and spend some extra money and go with standard one.

Thanking you.",https://media-cdn.tripadvisor.com/media/photo-o/07/38/47/01/pranav-p.jpg,https://www.tripadvisor.com/Profile/pandhi2k,Pranav Pandhi wrote a review Aug 2022,Pranav Pandhi,"Mahe Island, Seychelles",6 contributions,2 helpful votes,Nairobi - Mumbai,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r851657507-Kenya_Airways-World.html,Worst airline ever fly to Mumbai,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
